Delegator Address,Validator Address,Shares,Balance
core1jmj9p07qzs4puhlcfwh0vhg08a037ndauf85xe,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,333496199000000000000000000,333496199
core1jlwexsllpt3aa4zdsmjprsxjutcyx94k00msta,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2220228353000000000000000000,2220228353
core1ngmskdv309gcdmek8es03n8sz99akh6rhxf8vw,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,38501748821000000000000000000,38501748821
core1n236jd29uykwja34v6c3dsmf7nq635h6mmtd5w,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,255346174000000000000000000,255346174
core1ncnx2pl7pj0un3v0xwkkhsmyjwr66pvma3v50v,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,325000000000000000000000000,325000000
core158e2f2lwsxjf9hzyttasjlnx5tga50t5myjzry,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,39466000000000000000000000,39466000
core15sz59ucx6s4shg0rh9ulzdmgz435436sz9h4l6,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,4198000000000000000000000000,4198000000
core154weqv7meqecjulyn2fvdw8kfmdtwx3hw237zq,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,484000000000000000000000000,484000000
core15k7nar6r0u3d2a7a37jew5efgf9cufwdwjeww8,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,381000000000000000000000000,381000000
core15htd9cxktx636x7r7r2vxz9ruqjllwdmgqq5mj,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,3194600000000000000000000000,3194600000
core15mr5e3awy2gkxkkp6te6wyly2u5s4m7y3jlruh,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,93000000000000000000000000,93000000
core15aeecdapqkgx2m26m42jnhwwahzdsrhydmr5en,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1003000000000000000000000000,1003000000
core157ucrnxzf35w295dzs42ywg5ezldpuatdu9ade,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,552702511000000000000000000,552702511
core14g4h7fwd5kqplgvjywcld280x28exx58rc9zkf,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,6036356967000000000000000000,6036356967
core14ft60cp79hudhkd5hvufp4uyrmvujatar9h9ws,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,25000000000000000000000000000,25000000000
core14dqsuhj4sqz4r4mh5yc5rlp00jj8ype7tzanes,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2000000000000000000000000000,2000000000
core145xcrfk3qnr2uyrs3h2sw0x37te4xy435vfh8j,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,50000000000000000000000000,50000000
core14kkw0rtee2h20tau69guejxwal7s526rwhdeeh,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,265000000000000000000000000,265000000
core14cvtyr0k7d3cj2syaxfs0frk6prmdc5fsur3g8,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2017727282000000000000000000,2017727282
core14e04xex0yg635r46u36l2l320t980xdhq6v4hj,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1080000000000000000000000000,1080000000
core14m6epwjzpt3vlcqzsggecydtdxw7905fsulqu5,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,13030000000000000000000000000,13030000000
core14a9t79dy6a9ukk3ujus50lpuxmvm2zp7903jks,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,10000000000000000000000000,10000000
core14a957r9wpdu2s2fcqpf5fwealvajjp87z7rrk3,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,4252189216000000000000000000,4252189216
core14l9ky8as4sjxzvg3js2v658jz3ds7jd5fwxlt5,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,5162829954000000000000000000,5162829954
core1ky5y48jku0s8lr4maehj49p6rxkfhx2rkzcwga,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,210000000000000000000000000,210000000
core1k2dg93px0vy56hlg2e4ghlh47lge8enfwddh86,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,442239800000000000000000000,442239800
core1ktrjlwd6uq532lyewknr7gstlcrejza0qltj2n,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,85500000000000000000000000,85500000
core1kdxd44vx9mykdrcf9xkj0unsqgqqmwl55j3j7c,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,4500000000000000000000000,4500000
core1k0nj3atetp4mp5e7ppe8menczacd2kjnenhy87,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1000000000000000000000000000,1000000000
core1k5hy2dkgn3h2tywnw2mf8ep0etg4j6ylkt6hvw,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,76579187000000000000000000,76579187
core1khcr60s8wrpjt9qk5089ldtnc98glajafsetzj,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2448785000000000000000000000,2448785000
core1kad03xhj9zqtpxrs7x05pufn0c0at8ega60z4h,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,493057000000000000000000000,493057000
core1hq6pu6xxk9en8dam754ldsnzyvy0zl4nzweg9a,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,93100932000000000000000000,93100932
core1h9jz5dcl7evtp7l6cw2kx2rvnzcjwsk5s9kxym,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,65032969887000000000000000000,65032969887
core1hv9n4lc998au3zmf0uqgh3v495w32vwl0hsegs,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,250000000000000000000000000,250000000
core1hv6g7tygg086eczl8u82hmumvkeqx84nuntqx6,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,12277000000000000000000000000,12277000000
core1hj4h6xa33mq752tkgyr3wjnffaxs22ecavpsq2,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2547960901000000000000000000,2547960901
core1h5nv778yctw84s67xcvv02nr2pzygefzzfqjuv,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,640000000000000000000000000,640000000
core1hclmpqz55x4qf6dfsuug72r95hkjnd3uycgma9,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,11128633244000000000000000000,11128633244
core1hu66tz9375p4mv6h0r029lj2rwyyk8s96h7t32,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,27483500000000000000000000,27483500
core1h7r4dx5s3ee0q77rzwxth643wrgzgdrffwf7e4,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,26000000000000000000000000,26000000
core1hledy7wjnz8548dn5j9epyq4qcyts8xzkn79mk,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,32672715284000000000000000000,32672715284
core1cznpncahn2zt67xqdg2yffkj9up6cnufcyphm6,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,19017889000000000000000000,19017889
core1cyfjaejry8zwv3l2ru9evn5td7mdkazfkkm8tm,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2490000000000000000000000,2490000
core1cx94zzrcrcfhhgcll0sykx04n7cc54dt6yunky,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,15000000000000000000000000,15000000
core1c8ver2e9qjqhad9p69faxlwmh6he0jpzf68jv7,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1073314201000000000000000000,1073314201
core1cg8y0xknep2wkkv6a06sjy7jrmf26nycdkd7pg,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,10071000000000000000000000000,10071000000
core1cfeqlhz05r4k0zzjpjcjg57cgctm2g63m7z9yw,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,10735728268000000000000000000,10735728268
core1ctq6esla3d299l3768g8329uxghpry2m35x56h,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,508540766000000000000000000,508540766
core1cnef8l4xa626x47rwm5swfm4e8vnk56sn9zrf3,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,220214943000000000000000000,220214943
core1c4wdm4rn8dps43ryre5zlvhr02mnff2a3w782e,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,7809445141000000000000000000,7809445141
core1ckkyww40xtucdny80cpdkglkt86lpnq6dde8w6,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,357496082000000000000000000,357496082
core1ccpd9s5wy76lgp2lppld78uqzmrp30t68su4tl,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,426026658000000000000000000,426026658
core1c60zqasv4qmucnmrf9a4ug3fvrhksua9623sg9,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,16300000000000000000000000,16300000
core1cu0q2m454p3854fdx60qupmf4n4yfuwsdqlejz,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,341672873000000000000000000,341672873
core1eqhpcc8wavnxvtpv5y837ynrpmxqvvsr422lv4,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,35025653000000000000000000,35025653
core1erfz5rgy3newclw6t2m7u2ya7vg3amduzufknh,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,10010000000000000000000000000,10010000000
core1erl22vy0lhv2a02kks7f9gkhhz5gz6gqjdkrpe,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,46455829000000000000000000,46455829
core1exl9w220s2ajkgc93f0ktqdwhd6ed30fmuza6u,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1000000000000000000000000000,1000000000
core1efdam4p93y0ql0cwy9macxece2hu9vlezaxv04,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,5399999999000000000000000000,5399999999
core1ew7ec8c68czk6qqv6ce6f79syvyjypcymrwj33,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2091966529000000000000000000,2091966529
core1e3yscymrhhct6sacpzdy70upxhctjv0zp4qmye,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,3504940000000000000000000000,3504940000
core1ejm3ja4mu0dnv66wqnzaapfguvvjnzf6fyalph,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,52947950000000000000000000,52947950
core1eh6hw062l7nfjy77hgdqwwwmmrfwl8dwwjrc6r,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,663674737000000000000000000,663674737
core1ec6pnag4fwdfla75quecfvhyf07pt5rwwwl2ar,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,10837956992000000000000000000,10837956992
core1ee4s58jch297ygwvgh0tlvva9er7456wvfwfy3,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1000000000000000000000000,1000000
core1emgxm4qv5hk5g4q2hvcwr0v35ewlxa0mrk76r7,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,33000000000000000000000000,33000000
core1e7xlc5pcvp5j98xvzadq0y6hp6js7k4c9c0cmm,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,537983272000000000000000000,537983272
core16qtd3q5ecw3gpj82kvr2kn9s2karzhdz65tjfw,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1031768518000000000000000000,1031768518
core168xlr9s3scrmx2lghg28em4gt2p28tkyxe06kx,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,212300000000000000000000000,212300000
core16t6u95974gl8edm0hphw33d6m7r0tdn8smr3sh,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,137100000000000000000000000,137100000
core16j4vddrez2t5vn7s8vmmwj8lh6myw2mawkk0ss,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,16380630759000000000000000000,16380630759
core16nsxy6mwevx2lj8z8jfrphy0x4d9zpc8hs0t4z,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1001010000000000000000000000,1001010000
core165jl297p0kxqgtftgf86zu8t8h2elh0yn75fpg,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1000000000000000000000000,1000000
core165mntkjpjsek2wdhqcryd5xwgc9xz4885vv8ez,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2149801973000000000000000000,2149801973
core166hqw9qvgumzy0l3xhtlm7shnxhw5sejzcvhag,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,3080000000000000000000000,3080000
core1666m438d4u9ahg425jsyj90fkgw72yzs47nmex,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,5000000000000000000000000000,5000000000
core1m8c5r99kvghqneakq4kc0knwzgf0c0mwf7k87w,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,12400527000000000000000000,12400527
core1m87wfxqg2csx04vnhyd8ajce97y0z52hhamdae,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,66621000000000000000000000000,66621000000
core1mtju2cazqhgrnucua2kvsfgae42jp3cxeddcyr,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1200738113000000000000000000,1200738113
core1mwnsrqq72vk4exe4yjhtut98f9uxjzce4pu5v3,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,5010000000000000000000000000,5010000000
core1msqfcem8r8w0ne30qvya5xaa7g5tn52ukjpal2,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1172666098000000000000000000,1172666098
core1mjs64v95xcldd7ywhv323yq367um203r65frpa,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1522249340000000000000000000,1522249340
core1mmrzxn0xlp0chawuxq8y29aap88y6qrz0l373e,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,10085522448000000000000000000,10085522448
core1mm77t3nj6hzextmyl44qkv22z4qh2906hcvck0,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,201502636000000000000000000,201502636
core1mugfvce9yuc9ttsvaxxqytlq0lwtay8lne270c,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2000000000000000000000000,2000000
core1uqqg8m7me24usaluyf7qu8p399ukp72jcmusj3,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,500000000000000000000000000,500000000
core1u8e290s7zxqxna6e9rdjxae6dzeg5s4n76s42c,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,394188519000000000000000000,394188519
core1utzk8zceltf628asp8hr5mqx4g689nzdxnvlk7,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,435000000000000000000000000,435000000
core1ut6y3awymgck7j8tgruvepdaqx5ege9jz0vlv4,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,7274000000000000000000,7274
core1uw247wsg39wnkmts3hd8c9y456w7quc3lwc6y3,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,13965038443000000000000000000,13965038443
core1usuv5q4nmp602chcet4z8adalhc57chlpl267k,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,103893000000000000000000000,103893000
core1u3pasx05n3tz6xt8qzej8ae2c0jf07pygj7hnq,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,663700589000000000000000000,663700589
core1ucuurfgj96w858dq0q2afc6jq2sz7fl4en5snj,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,34895054000000000000000000,34895054
core1umtatr4nyfkd9f4enly96awaanwvprpvm7shwf,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,214902527000000000000000000,214902527
core1umka5q850885uphadhgduth9xjaqylyj6ygs69,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,2400000000000000000000000000,2400000000
core1uarklnnwltc07ue6rfmax6gju6sh709zv7nta0,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,70000000000000000000000000,70000000
core1avk89fvfr8hc2p9nnlatlx0g33d3mqmjvxleug,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,83293731000000000000000000,83293731
core1as5rceuy75rhyec296scexr6whyk078gwwkal6,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,57058026000000000000000000,57058026
core1a4p4h2utmj9djwhc2429dhhvahlmd6dgg3jcl9,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,28000000000000000000000000,28000000
core1ak7v96pxc8mf74ayzktznr29zxszf95sw3vs0m,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,540639715000000000000000000,540639715
core1a652ykypdwxz7kw4gfkudegcgculrdpxps4vq7,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,850000000000000000000000000000,850000000000
core1amqttvkxz36lrrjkwg4mcmeae2ta47qnkd4y7e,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,210018116000000000000000000,210018116
core1a7xauclv7j5e803ds5zyk6pwgyaa4x3cd9x53y,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,663677726000000000000000000,663677726
core17z3seew9efp8aj0ldrzwdnvlavd00e0mwy6twn,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,3610000000000000000000000000,3610000000
core17zjqamk6h6yt7jp05q62wm4dygk9pd0lh0pveh,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,650000000000000000000000000,650000000
core179z4p3ganx58p3ujkwq4v6zn9yg9spt7da4k3y,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,3000000768000000000000000000,3000000768
core17shqde2ag6n808wx4t66j65ad9euvm38hwv8c7,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,220000000000000000000000000,220000000
core17s7p9sec9jcu535putjzfhx2ty0wtkyj8zfawm,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,800000000000000000000000000,800000000
core17nw388pc0nlkztmkt34xteshu0zw02v30su0ex,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,5159653377000000000000000000,5159653377
core17478alrgqt8pky6fszaupzygvdl5uqrtt8ydkr,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1070000000000000000000000000,1070000000
core17epxygqaytz5l63f0au04058kt4w72w6pkh0as,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,1247943839727000000000000000000,1247943839727
core17e66ef9dj6kf89gmcez9uk95jfjeu56j4er98k,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,12256225602000000000000000000,12256225602
core17aqynujezyv6hkleklqyvcsyasedln4282f8ck,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,200000000000000000000000000,200000000
core1779p8esuu8yes477egkwhz643lqxefwthve0kq,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,3109991068000000000000000000,3109991068
core17780zsrh6mch3zjg6em6vfxqgzf2kttr7lklu3,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,21022163839000000000000000000,21022163839
core1lrdf3467esn678wzelc87g93mwdhe9ptegw3yw,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,3000000000000000000000000000,3000000000
core1lrh6070afqm8p5g5x5p02xqvwhjeu8xx96xgk0,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,17917147777000000000000000000,17917147777
core1l0f2ckdsx07jnxcy3ucq5x3fw6ttnrgjcuta3m,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,140033236000000000000000000,140033236
core1l06v6up9uwj8fnprvhacurm4r7na66cchws0zh,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,947991572000000000000000000,947991572
core1lj6eal8uq65s23e3877tfsdp8mkzxfhqc45g64,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,10000000000000000000000000000,10000000000
core1lhsw8qfyt9hh00llzc30w70rgj4npprcv7vwpw,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,5000000000000000000000000,5000000
core1lmqjv5ja4z6qlfy4tlpp44aunu65swg32wxj4f,corevaloper1q69hxadh5pl9d6q0a35y3mfx8ls5quxuqgla8t,21668000000000000000000000000,21668000000
